time,open,high,low,close,EMA,EMA,EMA,EMA,Volume,Volume MA,EMA,EMA,EMA,EMA,Histogram,MACD,Signal,MF,RSI
2019-04-10T00:00:00Z,0.135,0.135,0.12,0.12343,NaN,NaN,NaN,NaN,3319767.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-11T00:00:00Z,0.12343,0.12449,0.10421,0.11013,NaN,NaN,NaN,NaN,3777898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-12T00:00:00Z,0.11013,0.11913,0.1042,0.11508,NaN,NaN,NaN,NaN,2312405.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-13T00:00:00Z,0.11438,0.11745,0.11126,0.11745,NaN,NaN,NaN,NaN,995522.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-14T00:00:00Z,0.11745,0.12499,0.11582,0.12112,NaN,NaN,NaN,NaN,3087031.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-15T00:00:00Z,0.12101,0.12499,0.11501,0.11802,NaN,NaN,NaN,NaN,3399937.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-16T00:00:00Z,0.11802,0.13679,0.11735,0.13142,NaN,NaN,NaN,NaN,7731994.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-17T00:00:00Z,0.1315,0.13509,0.12559,0.1279,NaN,NaN,NaN,NaN,7176562.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-18T00:00:00Z,0.1279,0.13077,0.1245,0.12599,NaN,NaN,NaN,0.12117111111111112,3747363.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-19T00:00:00Z,0.126,0.1295,0.1192,0.12189,NaN,NaN,NaN,0.12131488888888889,2943550.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-20T00:00:00Z,0.12189,0.126,0.11934,0.1234,NaN,NaN,NaN,0.1217319111111111,2258118.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-21T00:00:00Z,0.12365,0.12441,0.10957,0.114,NaN,NaN,NaN,0.12018552888888888,3573719.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-22T00:00:00Z,0.114,0.1188,0.1108,0.11187,NaN,NaN,0.12013076923076924,0.11852242311111111,1819709.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-23T00:00:00Z,0.11192,0.11741,0.10884,0.10999,NaN,NaN,0.11868208791208791,0.11681593848888888,2384803.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.57237226015754,NaN
2019-04-24T00:00:00Z,0.10934,0.11326,0.0934,0.09951,NaN,NaN,0.11594321821036106,0.11335475079111111,4644741.50000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.282045895717104,34.204965662968846
2019-04-25T00:00:00Z,0.0996,0.1035,0.09,0.09567,NaN,NaN,0.11304704418030949,0.10981780063288889,3636529.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.801338121599336,32.43363002350402
2019-04-26T00:00:00Z,0.09567,0.10889,0.09326,0.10444,NaN,NaN,0.11181746644026527,0.10874224050631111,4509943.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.01071368358307,40.067225432614194
2019-04-27T00:00:00Z,0.104,0.1059,0.0998,0.10277,NaN,NaN,0.11052497123451309,0.10754779240504889,1716478.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.539974969946584,39.15994369145893
2019-04-28T00:00:00Z,0.10277,0.10363,0.09825,0.09979,NaN,NaN,0.10899140391529694,0.1059962339240391,2081797.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.63048481786875,37.52696391137048
2019-04-29T00:00:00Z,0.09975,0.10049,0.088,0.09061,NaN,NaN,0.10636548907025452,0.10291898713923128,2793456.9,3395566.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.69147600540137,32.96637392410625
2019-04-30T00:00:00Z,0.09062,0.09772,0.08921,0.09433,NaN,0.11232428571428572,0.10464613348878958,0.10120118971138503,1830803.2,3321118.3900000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.504689499597006,36.3424517521215
2019-05-01T00:00:00Z,0.094,0.09964,0.09301,0.09635,NaN,0.11087207792207793,0.10346097156181965,0.10023095176910803,2088157.5,3236631.3650000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.43670901866038,38.163647853548845
2019-05-02T00:00:00Z,0.09634,0.09946,0.09451,0.09566,NaN,0.10948916174734356,0.10234654705298826,0.09931676141528642,1358919.8,3188957.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.784677999678024,37.76618882298292
2019-05-03T00:00:00Z,0.09566,0.0973,0.0933,0.09668,NaN,0.10832469249758506,0.1015370403311328,0.09878940913222914,1791179.7,3228739.9450000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.25010992685874,38.7811821625651
2019-05-04T00:00:00Z,0.09668,0.09668,0.087,0.09055,NaN,0.10670881136144096,0.09996746314097096,0.0971415273057833,2680412.5,3208408.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.513226850040738,35.07845094607647
2019-05-05T00:00:00Z,0.09055,0.09068,0.08621,0.08753,NaN,0.10496528305585542,0.09819068269226082,0.09521922184462664,1802792,3128551.71,NaN,NaN,NaN,NaN,NaN,-0.011251791301347805,NaN,32.751400765969194,33.38718427712179
2019-05-06T00:00:00Z,0.08753,0.09441,0.08654,0.09088,NaN,0.10368480277805038,0.09714629945050927,0.09435137747570131,2133515.3,2848627.75,NaN,NaN,NaN,NaN,NaN,-0.010940382690007425,NaN,38.450850197398466,37.014890573974945
2019-05-07T00:00:00Z,0.09088,0.09277,0.08484,0.0854,NaN,0.1020225479800458,0.09546825667186509,0.09256110198056106,2932442.5,2636421.745,NaN,NaN,NaN,NaN,NaN,-0.01100887585559536,NaN,38.56418668489945,33.77459306380392
2019-05-08T00:00:00Z,0.08543,0.09333,0.08206,0.08679,NaN,0.10063777089095073,0.09422850571874151,0.09140688158444885,3351645.7,2616635.835,NaN,NaN,NaN,NaN,NaN,-0.010826198126576272,NaN,40.69369523836671,35.32123249409909
2019-05-09T00:00:00Z,0.0866,0.08717,0.078,0.07893,NaN,0.09866433717359158,0.09204300490177844,0.08891150526755907,4037506,2671333.6100000003,NaN,NaN,NaN,NaN,NaN,-0.011186707619492073,NaN,40.96857620390289,30.923351896375706
2019-05-10T00:00:00Z,0.07893,0.088,0.0775,0.08651,NaN,0.09755939743053779,0.09125257563009581,0.08843120421404727,3757104.8,2746282.93,NaN,NaN,NaN,NaN,NaN,-0.010737001864716794,NaN,38.213067853626804,38.83298300038108
2019-05-11T00:00:00Z,0.08651,0.09282,0.08456,0.089,NaN,0.09678127039139799,0.09093077911151069,0.08854496337123781,5359214.4,2835557.69,NaN,NaN,NaN,NaN,NaN,-0.010063676821918874,NaN,43.634301115275505,41.214269857107126
2019-05-12T00:00:00Z,0.08849,0.09196,0.08423,0.08633,NaN,0.09583115490127089,0.09027352495272345,0.08810197069699024,4339247.8,2961534.59,NaN,NaN,NaN,NaN,NaN,-0.009634448633721995,NaN,41.55907319173648,39.44114028245519
2019-05-13T00:00:00Z,0.086,0.09999,0.0856,0.0897,0.1035035294117647,0.09527377718297354,0.0901915928166201,0.0884215765575922,11136536.9,3399121.25,NaN,NaN,NaN,NaN,0.00158809139266098,-0.008919532547428471,-0.010507623940089451,57.79219037672453,42.78687756878872
2019-05-14T00:00:00Z,0.08972,0.11698,0.08934,0.10194,0.10341418487394957,0.09587979743906686,0.09186993669996009,0.09112526124607376,14592973.69999998,3896532.8599999985,NaN,NaN,NaN,NaN,0.0025810145475656694,-0.0072813557556323655,-0.009862370303198035,67.67279649781452,52.953518718505364
2019-05-15T00:00:00Z,0.10192,0.125,0.10142,0.11794,0.10424423145258102,0.09788527039915168,0.09559423145710864,0.096488208996859,10697977.19999999,4249605.259999998,NaN,NaN,NaN,NaN,0.004179054466010282,-0.004638552220685183,-0.008817606686695465,72.6278962831258,62.36741040034653
2019-05-16T00:00:00Z,0.11794,0.12524,0.1056,0.11342,0.10476856108386211,0.09929751854468334,0.09814076982037884,0.0998745671974872,11602012.9,4604208.714999998,NaN,NaN,NaN,NaN,0.0047535345836189746,-0.002875688457171746,-0.007629223040790721,59.93224875318934,58.78860300936408
2019-05-17T00:00:00Z,0.11342,0.1147,0.09495,0.114,0.10529607187906999,0.10063410776789394,0.1004063741317533,0.10269965375798977,16911826.59999998,5363976.139999998,NaN,NaN,NaN,NaN,0.004970987869276665,-0.0014154882041948896,-0.006386476073471555,49.56114032256963,59.1128246245331
2019-05-18T00:00:00Z,0.11351,0.1233,0.11001,0.11934,0.10609858205740885,0.10233464342535813,0.10311117782721711,0.10602772300639182,11674463,5843609.419999997,NaN,NaN,NaN,NaN,0.005245706585758462,0.00017065715872652265,-0.005075049427031939,57.17967299151528,62.07144265362773
2019-05-19T00:00:00Z,0.11934,0.124,0.11555,0.1162,0.10667580593984263,0.1035951303866892,0.1049810095661861,0.10806217840511345,8645411.99999999,6136207.174999996,NaN,NaN,NaN,NaN,0.004988787140215847,0.00116093449823787,-0.0038278526419779774,61.76879987780526,59.35181846909536
2019-05-20T00:00:00Z,0.11688,0.11688,0.10826,0.113,0.10703718845756591,0.10445011853335381,0.10612657962815951,0.10904974272409076,9176039.3,6503468.979999996,NaN,NaN,NaN,NaN,0.004396915821284176,0.0016682921346272417,-0.0027286236866569335,56.01460015403595,56.62874711217047
2019-05-21T00:00:00Z,0.11236,0.1203,0.11047,0.11373,0.10741963483141928,0.10529374412123074,0.10721278253842244,0.10998579417927261,9224876.5,6860304.929999995,NaN,NaN,NaN,NaN,0.003866911988009842,0.0021050162983553694,-0.0017618956896544727,60.63931882302689,57.11215835651704
2019-05-22T00:00:00Z,0.11374,0.11827,0.10366,0.1055,0.10730994141248104,0.10531249465566431,0.1069680993186478,0.10908863534341809,5838563.7,7084287.124999994,NaN,NaN,NaN,NaN,0.0028228494304803793,0.0017666660984460014,-0.001056183332034378,59.09647075986458,50.304699881723074
2019-05-23T00:00:00Z,0.10521,0.10938,0.10057,0.10916,0.10741565904605355,0.10566226786878573,0.1072812279874124,0.10910290827473447,4702156.7,7229835.974999994,NaN,NaN,NaN,NaN,0.0022636744859937303,0.0017734097754577849,-0.0004902647105359453,58.35630821535777,52.988361466471545
2019-05-24T00:00:00Z,0.10916,0.14413,0.10908,0.1182,0.10803190710056478,0.10680206169889611,0.1088410525606392,0.11092232661978757,46650622.50000014,9428346.475000001,NaN,NaN,NaN,NaN,0.0023759102374021944,0.002479623086216798,0.0001037128488146034,70.22020963632072,58.8930823490546
2019-05-25T00:00:00Z,0.11812,0.1385,0.11812,0.13695,0.10968436955196108,0.10954278336263283,0.11285661648054789,0.11612786129583005,21043939.69999998,10390403.860000001,NaN,NaN,NaN,NaN,0.0035173439577026377,0.004500392795942901,0.000983048838240263,73.39244099774997,67.89903400777268
2019-05-26T00:00:00Z,0.13703,0.139,0.119,0.12353,0.11047554843470615,0.11081434851148439,0.11438138555475533,0.11760828903666404,11600555.80000002,10863755.885000002,NaN,NaN,NaN,NaN,0.0031829922008992087,0.004961789089364274,0.0017787968884650654,69.82588721895397,58.08950218706161
2019-05-27T00:00:00Z,0.12443,0.13057,0.1218,0.12655,0.11139408852415152,0.11224486228316763,0.11611975904693314,0.11939663122933122,7678234.39999999,11101045.48,NaN,NaN,NaN,NaN,0.002983081679428023,0.005507648987750094,0.002524567308322071,65.44440909912402,59.50725656461987
2019-05-28T00:00:00Z,0.12655,0.13663,0.12392,0.13275,0.11261442632277142,0.11410896571197057,0.11849550775451412,0.12206730498346498,8511731,11359049.745000001,NaN,NaN,NaN,NaN,0.0030740570839529052,0.006367138663263203,0.0032930815793102974,64.84489137233777,62.324996509278854
2019-05-29T00:00:00Z,0.13239,0.16531,0.12347,0.15068,0.1147896019614702,0.11743360519270052,0.1230932923610121,0.12778984398677198,38614960.19999998,13087922.455,NaN,NaN,NaN,NaN,0.004084159869129389,0.008398281415722034,0.004314121546592645,70.71142670467778,69.03557562893273
2019-05-30T00:00:00Z,0.15068,0.16541,0.12417,0.13123,0.11572905327795761,0.11868782290245501,0.1242556791665818,0.12847787518941758,21842965.89999999,13992215.51,NaN,NaN,NaN,NaN,0.003222589732940655,0.008342358712768463,0.0051197689798278085,66.37795895946799,57.1448627290582
2019-05-31T00:00:00Z,0.13109,0.1396,0.12391,0.13728,0.1169605359477886,0.12037802082041364,0.1261162964284987,0.13023830015153406,9701032.50000001,14209306.415000001,NaN,NaN,NaN,NaN,0.002853061693672624,0.008686096096918589,0.005833034403245964,67.6424289309024,59.48260642860589
2019-06-01T00:00:00Z,0.13727,0.13785,0.12704,0.13147,0.11778964817934354,0.12138638256401241,0.12688111122442747,0.13048464012122726,7890312.49999999,14386859.65,NaN,NaN,NaN,NaN,0.0020479271811571506,0.008392943379692402,0.006345016198535252,63.45015812317217,56.306064312413845
2019-06-02T00:00:00Z,0.13147,0.14779,0.13095,0.141,0.11911595399766677,0.12316943869455674,0.12889809533522353,0.1325877120969818,9316521.89999999,14295858.9,NaN,NaN,NaN,NaN,0.001986264774541736,0.008827847166712421,0.006841582392170685,63.81749950603458,60.07256055711556
2019-06-03T00:00:00Z,0.141,0.14312,0.12891,0.13034,0.11975732805494295,0.12382130790414249,0.1291040817159059,0.13213816967758546,9857435.49999999,14059081.99,0.11096963636363635,NaN,NaN,NaN,0.0011008229940234855,0.008217611134700042,0.007116788140676557,63.160930954936354,54.42143035923798
2019-06-04T00:00:00Z,0.13034,0.13152,0.1196,0.12319,0.11995348073751763,0.12376391627649318,0.1282592128993479,0.13034853574206837,10027374.39999998,14025551.85,0.1114060779220779,NaN,NaN,NaN,-0.00003304041581757896,0.007075487620904583,0.007108528036722162,58.97050076653742,50.95875707295228
2019-06-05T00:00:00Z,0.12319,0.1332,0.122,0.12945,0.12049613898108805,0.12428083297863016,0.1284293253422982,0.1301688285936547,8369668,13863934.605,0.11205050371057512,NaN,NaN,NaN,-0.00040730051904121385,0.006599402387920644,0.007006702906961858,61.82331376105356,53.73433453518432
2019-06-06T00:00:00Z,0.12945,0.13869,0.12345,0.13027,0.12105464532502587,0.1248253027078456,0.12869227886482704,0.13018906287492377,6588723.00000001,13347779.425000003,0.112701200006626,NaN,NaN,NaN,-0.0006320764234888599,0.006216607377600783,0.006848683801089643,64.02656809049071,54.100790079016996
2019-06-07T00:00:00Z,0.13074,0.13527,0.13041,0.13395,0.12179152273502439,0.125654820643496,0.12944338188413745,0.13094125029993903,3609457.3,12944529.140000004,0.11346008572067508,NaN,NaN,NaN,-0.0005674162552546016,0.006139413482021391,0.006706829737275993,55.9808652685274,55.79306732396678
