time,open,high,low,close,EMA,EMA,EMA,EMA,EMA,EMA,EMA,EMA,Volume,Volume MA,Histogram,MACD,Signal,MF,RSI
2014-04-01T00:00:00Z,35662381.535466194,65740394.65001583,3946862.179338455,43473051.11010647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1010387530.5647429,NaN,NaN,NaN,NaN,NaN,NaN
2014-05-01T00:00:00Z,46290917.11766338,106149541.8521986,36201267.326877594,74272149.46469593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,749307465.48839,NaN,NaN,NaN,NaN,NaN,NaN
2014-06-01T00:00:00Z,76544376.32603645,111713306.60458374,60212591.361177444,70088358.60849571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1321544963.1939497,NaN,NaN,NaN,NaN,NaN,NaN
2014-07-01T00:00:00Z,69967009.57626247,74636010.02019691,44654436.069978714,51596755.81458187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,768333457.8898379,NaN,NaN,NaN,NaN,NaN,NaN
2014-08-01T00:00:00Z,63750910.28550053,174491173.80559158,33066145.849809647,95649917.55768776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1045410188.3599471,NaN,NaN,NaN,NaN,NaN,NaN
2014-09-01T00:00:00Z,95181094.03239346,148978444.09262657,84853986.61265087,124607312.06183434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1257651979.3956776,NaN,NaN,NaN,NaN,NaN,NaN
2014-10-01T00:00:00Z,125080649.98960972,141106139.70213223,67786072.37308979,69800225.35464668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1501742004.8785748,NaN,NaN,NaN,NaN,NaN,NaN
2014-11-01T00:00:00Z,69503576.18150806,97879892.38842773,57798337.348698616,85434717.67276287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1074571021.927323,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-01T00:00:00Z,85976803.55455399,91389989.74122715,62148593.276791096,73536912.89882374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76495488.94929282,927537832.1821057,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-01T00:00:00Z,73351745.85664082,76062846.68997526,32634922.076312304,50690664.19511747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71334523.99845776,1563704093.3028562,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-01T00:00:00Z,50728444.89130592,66327648.70263195,47435988.41100836,62686789.55442572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69604977.10965136,1564717074.3299387,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-01T00:00:00Z,63888353.404753685,73429066.68404007,52626787.741258144,59539806.94329882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67591943.07638085,1035812712.9504902,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-01T00:00:00Z,59074346.4931283,67560612.50706911,40728963.94053936,44905627.168786526,NaN,NaN,NaN,NaN,NaN,NaN,69714022.1850203,63054679.89486198,910188749.7130175,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-01T00:00:00Z,44265276.9202013,71343337.1627922,38778186.10917091,59489255.459466934,NaN,NaN,NaN,NaN,NaN,NaN,68253341.22422697,62341595.00778297,908218707.9041126,NaN,NaN,NaN,NaN,56.61251055604259,NaN
2015-06-01T00:00:00Z,59166368.61035013,74336157.86678553,49983438.26350403,65831833.822770596,NaN,NaN,NaN,NaN,NaN,NaN,67907411.59544748,63039642.7707805,974405322.6101965,NaN,NaN,NaN,NaN,59.36833698709737,53.95907003543846
2015-07-01T00:00:00Z,65494508.26759386,85717764.01380539,59515400.40591335,73922628.029706,NaN,NaN,NaN,NaN,NaN,NaN,68766728.22891298,65216239.8225656,1949960623.6892178,NaN,NaN,NaN,NaN,62.254705957681125,55.33722042028021
2015-08-01T00:00:00Z,73923138.38255692,76035520.84204483,45704476.906887054,52763857.74505806,NaN,NaN,NaN,NaN,NaN,NaN,66480603.87407656,62725763.407064095,2062547867.2509181,NaN,NaN,NaN,NaN,53.111278479896775,51.03489093775245
2015-09-01T00:00:00Z,53024076.53085899,61577332.062120914,47529148.06254053,52919888.86029291,NaN,NaN,NaN,NaN,NaN,NaN,64543358.87210747,60764588.497709855,1118222966.4308197,NaN,NaN,NaN,NaN,52.41787208425718,51.06510509312654
2015-10-01T00:00:00Z,51817682.38226843,58073418.787649155,42289985.22132683,48145259.711779594,NaN,NaN,NaN,NaN,NaN,NaN,62200773.277774915,58240722.7405238,1403630319.5053577,NaN,NaN,NaN,NaN,45.41165681307334,50.04740822122992
2015-11-01T00:00:00Z,48886536.45029831,67460150.01075172,37070188.781801224,52170701.11067581,NaN,NaN,NaN,NaN,NaN,NaN,60767905.82533219,57026718.4145542,2269833843.834107,1270886436.2700791,NaN,NaN,NaN,43.976349342685836,50.935223433381395
